date,symbol,asset_type,strategy,position,close
2025-07-03,BBCA,stock_id,Composite (engine),1.0,8185.20458984375
2025-07-04,BBCA,stock_id,Composite (engine),1.0,8232.79296875
2025-07-07,BBCA,stock_id,Composite (engine),1.0,8208.9990234375
2025-07-08,BBCA,stock_id,Composite (engine),1.0,8090.02734375
2025-07-09,BBCA,stock_id,Composite (engine),1.0,8090.02734375
2025-07-10,BBCA,stock_id,Composite (engine),1.0,8185.20458984375
2025-07-11,BBCA,stock_id,Composite (engine),1.0,8208.9990234375
2025-07-14,BBCA,stock_id,Composite (engine),1.0,8113.82177734375
2025-07-15,BBCA,stock_id,Composite (engine),1.0,8137.6162109375
2025-07-16,BBCA,stock_id,Composite (engine),1.0,8113.82177734375
2025-07-17,BBCA,stock_id,Composite (engine),1.0,8113.82177734375
2025-07-18,BBCA,stock_id,Composite (engine),1.0,8018.6455078125
2025-07-21,BBCA,stock_id,Composite (engine),1.0,8042.43994140625
2025-07-22,BBCA,stock_id,Composite (engine),1.0,7994.85107421875
2025-07-23,BBCA,stock_id,Composite (engine),1.0,8018.6455078125
2025-07-24,BBCA,stock_id,Composite (engine),1.0,8090.02734375
2025-07-25,BBCA,stock_id,Composite (engine),1.0,8042.43994140625
2025-07-28,BBCA,stock_id,Composite (engine),1.0,8090.02734375
2025-07-29,BBCA,stock_id,Composite (engine),1.0,7994.85107421875
2025-07-30,BBCA,stock_id,Composite (engine),1.0,7971.05712890625
2025-07-31,BBCA,stock_id,Composite (engine),1.0,7875.8798828125
2025-08-01,BBCA,stock_id,Composite (engine),1.0,7899.673828125
2025-08-04,BBCA,stock_id,Composite (engine),1.0,7875.8798828125
2025-08-05,BBCA,stock_id,Composite (engine),1.0,8018.6455078125
2025-08-06,BBCA,stock_id,Composite (engine),1.0,7899.673828125
2025-08-07,BBCA,stock_id,Composite (engine),1.0,7899.673828125
2025-08-08,BBCA,stock_id,Composite (engine),1.0,7899.673828125
2025-08-11,BBCA,stock_id,Composite (engine),0.0,8137.6162109375
2025-08-12,BBCA,stock_id,Composite (engine),0.0,8423.1474609375
2025-08-13,BBCA,stock_id,Composite (engine),0.0,8494.529296875
2025-08-14,BBCA,stock_id,Composite (engine),0.0,8351.763671875
2025-08-15,BBCA,stock_id,Composite (engine),0.0,8280.380859375
2025-08-19,BBCA,stock_id,Composite (engine),0.0,8090.02734375
2025-08-20,BBCA,stock_id,Composite (engine),0.0,8113.82177734375
2025-08-21,BBCA,stock_id,Composite (engine),0.0,8137.6162109375
2025-08-22,BBCA,stock_id,Composite (engine),1.0,8042.43994140625
2025-08-25,BBCA,stock_id,Composite (engine),1.0,8066.2333984375
2025-08-26,BBCA,stock_id,Composite (engine),1.0,7852.08544921875
2025-08-27,BBCA,stock_id,Composite (engine),1.0,7899.673828125
2025-08-28,BBCA,stock_id,Composite (engine),1.0,7923.46826171875
2025-08-29,BBCA,stock_id,Composite (engine),1.0,7685.5263671875
2025-09-01,BBCA,stock_id,Composite (engine),1.0,7614.1435546875
2025-09-02,BBCA,stock_id,Composite (engine),1.0,7614.1435546875
2025-09-03,BBCA,stock_id,Composite (engine),1.0,7590.349609375
2025-09-04,BBCA,stock_id,Composite (engine),1.0,7614.1435546875
2025-09-08,BBCA,stock_id,Composite (engine),1.0,7328.61328125
2025-09-09,BBCA,stock_id,Composite (engine),1.0,7162.05419921875
2025-09-10,BBCA,stock_id,Composite (engine),1.0,7423.7900390625
2025-09-11,BBCA,stock_id,Composite (engine),1.0,7471.37890625
2025-09-12,BBCA,stock_id,Composite (engine),1.0,7542.76123046875
2025-09-15,BBCA,stock_id,Composite (engine),1.0,7637.93798828125
2025-09-16,BBCA,stock_id,Composite (engine),1.0,7542.76123046875
2025-09-17,BBCA,stock_id,Composite (engine),1.0,7471.37890625
2025-09-18,BBCA,stock_id,Composite (engine),1.0,7328.61328125
2025-09-19,BBCA,stock_id,Composite (engine),1.0,7423.7900390625
2025-09-22,BBCA,stock_id,Composite (engine),1.0,7352.40771484375
2025-09-23,BBCA,stock_id,Composite (engine),1.0,7495.1728515625
2025-09-24,BBCA,stock_id,Composite (engine),1.0,7399.99560546875
2025-09-25,BBCA,stock_id,Composite (engine),1.0,7328.61328125
2025-09-26,BBCA,stock_id,Composite (engine),1.0,7257.23095703125
2025-09-29,BBCA,stock_id,Composite (engine),1.0,7399.99560546875
2025-09-30,BBCA,stock_id,Composite (engine),1.0,7257.23095703125
2025-10-01,BBCA,stock_id,Composite (engine),1.0,7138.259765625
2025-10-02,BBCA,stock_id,Composite (engine),1.0,7138.259765625
2025-10-03,BBCA,stock_id,Composite (engine),1.0,7162.05419921875
2025-10-06,BBCA,stock_id,Composite (engine),1.0,7138.259765625
2025-10-07,BBCA,stock_id,Composite (engine),1.0,7209.64208984375
2025-10-08,BBCA,stock_id,Composite (engine),1.0,7019.28857421875
2025-10-09,BBCA,stock_id,Composite (engine),1.0,7185.8486328125
2025-10-10,BBCA,stock_id,Composite (engine),1.0,7043.0830078125
2025-10-13,BBCA,stock_id,Composite (engine),1.0,6971.70068359375
2025-10-14,BBCA,stock_id,Composite (engine),1.0,6900.31787109375
2025-10-15,BBCA,stock_id,Composite (engine),1.0,6900.31787109375
2025-10-16,BBCA,stock_id,Composite (engine),1.0,6947.90625
2025-10-17,BBCA,stock_id,Composite (engine),1.0,7138.259765625
2025-10-20,BBCA,stock_id,Composite (engine),0.0,7495.1728515625
2025-10-21,BBCA,stock_id,Composite (engine),0.0,8066.2333984375
2025-10-22,BBCA,stock_id,Composite (engine),0.0,7804.4970703125
2025-10-23,BBCA,stock_id,Composite (engine),0.0,7923.46826171875
2025-10-24,BBCA,stock_id,Composite (engine),0.0,7875.8798828125
2025-10-27,BBCA,stock_id,Composite (engine),0.0,7947.2626953125
2025-10-28,BBCA,stock_id,Composite (engine),0.0,7875.8798828125
2025-10-29,BBCA,stock_id,Composite (engine),0.0,8185.20458984375
2025-10-30,BBCA,stock_id,Composite (engine),0.0,8113.82177734375
2025-10-31,BBCA,stock_id,Composite (engine),0.0,8113.82177734375
2025-11-03,BBCA,stock_id,Composite (engine),0.0,8232.79296875
2025-11-04,BBCA,stock_id,Composite (engine),0.0,8232.79296875
2025-11-05,BBCA,stock_id,Composite (engine),0.0,8280.380859375
2025-11-06,BBCA,stock_id,Composite (engine),0.0,8137.6162109375
2025-11-07,BBCA,stock_id,Composite (engine),0.0,8256.5869140625
2025-11-10,BBCA,stock_id,Composite (engine),0.0,8161.41064453125
2025-11-11,BBCA,stock_id,Composite (engine),0.0,7994.85107421875
2025-11-12,BBCA,stock_id,Composite (engine),0.0,8090.02734375
2025-11-13,BBCA,stock_id,Composite (engine),1.0,7971.05712890625
2025-11-14,BBCA,stock_id,Composite (engine),1.0,8018.6455078125
2025-11-17,BBCA,stock_id,Composite (engine),1.0,8161.41064453125
2025-11-18,BBCA,stock_id,Composite (engine),1.0,7994.85107421875
2025-11-19,BBCA,stock_id,Composite (engine),1.0,8066.2333984375
2025-11-20,BBCA,stock_id,Composite (engine),1.0,8018.6455078125
2025-11-21,BBCA,stock_id,Composite (engine),1.0,7994.85107421875
2025-11-24,BBCA,stock_id,Composite (engine),1.0,8066.2333984375
2025-11-25,BBCA,stock_id,Composite (engine),1.0,8090.02734375
2025-11-26,BBCA,stock_id,Composite (engine),1.0,8018.6455078125
2025-11-27,BBCA,stock_id,Composite (engine),1.0,7923.46826171875
2025-11-28,BBCA,stock_id,Composite (engine),1.0,7875.8798828125
2025-12-01,BBCA,stock_id,Composite (engine),1.0,7994.85107421875
2025-12-02,BBCA,stock_id,Composite (engine),1.0,7971.05712890625
2025-12-03,BBCA,stock_id,Composite (engine),1.0,7951.8955078125
2025-12-04,BBCA,stock_id,Composite (engine),1.0,7880.04150390625
2025-12-05,BBCA,stock_id,Composite (engine),1.0,7951.8955078125
2025-12-08,BBCA,stock_id,Composite (engine),1.0,7951.8955078125
2025-12-09,BBCA,stock_id,Composite (engine),1.0,7760.28369140625
2025-12-10,BBCA,stock_id,Composite (engine),1.0,7736.33251953125
2025-12-11,BBCA,stock_id,Composite (engine),1.0,7664.47802734375
2025-12-12,BBCA,stock_id,Composite (engine),1.0,7664.47802734375
2025-12-15,BBCA,stock_id,Composite (engine),0.0,7951.8955078125
2025-12-16,BBCA,stock_id,Composite (engine),0.0,7736.33251953125
2025-12-17,BBCA,stock_id,Composite (engine),0.0,7688.42919921875
2025-12-18,BBCA,stock_id,Composite (engine),0.0,7832.13818359375
2025-12-19,BBCA,stock_id,Composite (engine),0.0,7712.380859375
2025-12-22,BBCA,stock_id,Composite (engine),0.0,7832.13818359375
2025-12-23,BBCA,stock_id,Composite (engine),0.0,7688.42919921875
2025-12-24,BBCA,stock_id,Composite (engine),0.0,7688.42919921875
2025-12-29,BBCA,stock_id,Composite (engine),0.0,7688.42919921875
2025-12-30,BBCA,stock_id,Composite (engine),0.0,7736.33251953125
2026-01-02,BBCA,stock_id,Composite (engine),0.0,7688.42919921875
2026-01-05,BBCA,stock_id,Composite (engine),0.0,7736.33251953125
2026-01-06,BBCA,stock_id,Composite (engine),0.0,7832.13818359375
2026-01-07,BBCA,stock_id,Composite (engine),0.0,7808.18701171875
2026-01-08,BBCA,stock_id,Composite (engine),0.0,7712.380859375
2026-01-09,BBCA,stock_id,Composite (engine),0.0,7784.2353515625
2026-01-12,BBCA,stock_id,Composite (engine),0.0,7688.42919921875
2026-01-13,BBCA,stock_id,Composite (engine),0.0,7736.33251953125
2026-01-14,BBCA,stock_id,Composite (engine),0.0,7664.47802734375
2026-01-15,BBCA,stock_id,Composite (engine),0.0,7736.33251953125
2026-01-19,BBCA,stock_id,Composite (engine),0.0,7784.2353515625
2026-01-20,BBCA,stock_id,Composite (engine),0.0,7664.47802734375
2026-01-21,BBCA,stock_id,Composite (engine),0.0,7377.06005859375
2026-01-22,BBCA,stock_id,Composite (engine),0.0,7329.15673828125
2026-01-23,BBCA,stock_id,Composite (engine),0.0,7329.15673828125
2026-01-26,BBCA,stock_id,Composite (engine),0.0,7329.15673828125
2026-01-27,BBCA,stock_id,Composite (engine),0.0,7185.44775390625
2026-01-28,BBCA,stock_id,Composite (engine),0.0,6730.36962890625
2026-01-29,BBCA,stock_id,Composite (engine),0.0,6898.0302734375
2026-01-30,BBCA,stock_id,Composite (engine),0.0,7089.64208984375
2026-02-02,BBCA,stock_id,Composite (engine),0.0,7281.25390625
2026-02-03,BBCA,stock_id,Composite (engine),0.0,7329.15673828125
2026-02-04,BBCA,stock_id,Composite (engine),0.0,7472.86572265625
2026-02-05,BBCA,stock_id,Composite (engine),0.0,7472.86572265625
2026-02-06,BBCA,stock_id,Composite (engine),0.0,7353.1083984375
2026-02-09,BBCA,stock_id,Composite (engine),0.0,7185.44775390625
2026-02-10,BBCA,stock_id,Composite (engine),0.0,7161.49658203125
2026-02-11,BBCA,stock_id,Composite (engine),0.0,7137.544921875
2026-02-12,BBCA,stock_id,Composite (engine),0.0,7017.78759765625
2026-02-13,BBCA,stock_id,Composite (engine),0.0,6898.0302734375
2026-02-18,BBCA,stock_id,Composite (engine),0.0,6969.884765625
2026-02-19,BBCA,stock_id,Composite (engine),0.0,6874.07861328125
2026-02-20,BBCA,stock_id,Composite (engine),0.0,6921.9814453125
2026-02-23,BBCA,stock_id,Composite (engine),0.0,6993.8359375
2026-02-24,BBCA,stock_id,Composite (engine),0.0,6921.9814453125
2026-02-25,BBCA,stock_id,Composite (engine),0.0,7017.78759765625
2026-02-26,BBCA,stock_id,Composite (engine),0.0,6993.8359375
2026-02-27,BBCA,stock_id,Composite (engine),0.0,6874.07861328125
2026-03-02,BBCA,stock_id,Composite (engine),0.0,6730.36962890625
2026-03-03,BBCA,stock_id,Composite (engine),0.0,6778.2724609375
2026-03-04,BBCA,stock_id,Composite (engine),0.0,6586.66064453125
2026-03-05,BBCA,stock_id,Composite (engine),0.0,6802.22412109375
2026-03-06,BBCA,stock_id,Composite (engine),0.0,6706.41796875
2026-03-09,BBCA,stock_id,Composite (engine),0.0,6586.66064453125
2026-03-10,BBCA,stock_id,Composite (engine),0.0,6682.466796875
2026-03-11,BBCA,stock_id,Composite (engine),0.0,6538.7578125
2026-03-12,BBCA,stock_id,Composite (engine),0.0,6610.6123046875
2026-03-13,BBCA,stock_id,Composite (engine),0.0,6586.66064453125
2026-03-16,BBCA,stock_id,Composite (engine),0.0,6466.9033203125
2026-03-17,BBCA,stock_id,Composite (engine),0.0,6490.8544921875
2026-03-25,BBCA,stock_id,Composite (engine),0.0,6610.6123046875
2026-03-26,BBCA,stock_id,Composite (engine),0.0,6586.66064453125
2026-03-27,BBCA,stock_id,Composite (engine),0.0,6419.0
2026-03-30,BBCA,stock_id,Composite (engine),0.0,6450.0
2026-03-31,BBCA,stock_id,Composite (engine),0.0,6450.0
2026-04-01,BBCA,stock_id,Composite (engine),0.0,6500.0
2026-04-02,BBCA,stock_id,Composite (engine),0.0,6575.0
2026-04-06,BBCA,stock_id,Composite (engine),0.0,6500.0
2026-04-07,BBCA,stock_id,Composite (engine),0.0,6500.0
2026-04-08,BBCA,stock_id,Composite (engine),0.0,6750.0
2026-04-09,BBCA,stock_id,Composite (engine),0.0,6475.0
2026-04-10,BBCA,stock_id,Composite (engine),0.0,6700.0
2026-04-13,BBCA,stock_id,Composite (engine),0.0,6575.0
2026-04-14,BBCA,stock_id,Composite (engine),0.0,6750.0
2026-04-15,BBCA,stock_id,Composite (engine),0.0,6550.0
2026-04-16,BBCA,stock_id,Composite (engine),0.0,6525.0
2026-04-17,BBCA,stock_id,Composite (engine),0.0,6425.0
2026-04-20,BBCA,stock_id,Composite (engine),0.0,6475.0
2026-04-21,BBCA,stock_id,Composite (engine),1.0,6500.0
2026-04-22,BBCA,stock_id,Composite (engine),1.0,6450.0
2026-04-23,BBCA,stock_id,Composite (engine),1.0,6425.0
2026-04-24,BBCA,stock_id,Composite (engine),1.0,6050.0
2026-04-27,BBCA,stock_id,Composite (engine),1.0,5975.0
2026-04-28,BBCA,stock_id,Composite (engine),1.0,6000.0
2026-04-29,BBCA,stock_id,Composite (engine),1.0,5975.0
2026-04-30,BBCA,stock_id,Composite (engine),1.0,5850.0
2026-05-04,BBCA,stock_id,Composite (engine),1.0,5900.0
2026-05-05,BBCA,stock_id,Composite (engine),1.0,5950.0
2026-05-06,BBCA,stock_id,Composite (engine),1.0,5950.0
2026-05-07,BBCA,stock_id,Composite (engine),1.0,6225.0
2026-05-08,BBCA,stock_id,Composite (engine),1.0,6175.0
2026-05-11,BBCA,stock_id,Composite (engine),1.0,6150.0
2026-05-12,BBCA,stock_id,Composite (engine),1.0,6125.0
2026-05-13,BBCA,stock_id,Composite (engine),1.0,6100.0
2026-05-14,BBCA,stock_id,Composite (engine),1.0,6100.0
2026-05-15,BBCA,stock_id,Composite (engine),1.0,6100.0
2026-05-18,BBCA,stock_id,Composite (engine),1.0,6125.0
2026-05-19,BBCA,stock_id,Composite (engine),1.0,5950.0
2026-05-20,BBCA,stock_id,Composite (engine),1.0,5975.0
2026-05-21,BBCA,stock_id,Composite (engine),1.0,5950.0
2026-05-22,BBCA,stock_id,Composite (engine),1.0,5900.0
2026-05-25,BBCA,stock_id,Composite (engine),0.0,6100.0
2026-05-26,BBCA,stock_id,Composite (engine),0.0,5975.0
2026-05-27,BBCA,stock_id,Composite (engine),0.0,5975.0
2026-05-28,BBCA,stock_id,Composite (engine),0.0,5975.0
2026-05-29,BBCA,stock_id,Composite (engine),0.0,5700.0
2026-06-02,BBCA,stock_id,Composite (engine),0.0,5825.0
2026-06-03,BBCA,stock_id,Composite (engine),0.0,5525.0
2026-06-04,BBCA,stock_id,Composite (engine),0.0,5425.0
2026-06-05,BBCA,stock_id,Composite (engine),0.0,5075.0
2026-06-08,BBCA,stock_id,Composite (engine),0.0,4850.0
2026-06-09,BBCA,stock_id,Composite (engine),0.0,5150.0
2026-06-10,BBCA,stock_id,Composite (engine),0.0,5650.0
2026-06-11,BBCA,stock_id,Composite (engine),0.0,5825.0
2026-06-12,BBCA,stock_id,Composite (engine),0.0,5925.0
2026-06-15,BBCA,stock_id,Composite (engine),0.0,6275.0
2026-06-17,BBCA,stock_id,Composite (engine),0.0,6275.0
2026-06-18,BBCA,stock_id,Composite (engine),0.0,6075.0
2026-06-19,BBCA,stock_id,Composite (engine),0.0,6300.0
2026-06-22,BBCA,stock_id,Composite (engine),0.0,6225.0
2026-06-23,BBCA,stock_id,Composite (engine),0.0,6125.0
2026-06-24,BBCA,stock_id,Composite (engine),0.0,5925.0
2026-06-25,BBCA,stock_id,Composite (engine),0.0,6025.0
2026-06-26,BBCA,stock_id,Composite (engine),0.0,6175.0
2026-06-29,BBCA,stock_id,Composite (engine),0.0,5925.0
2026-06-30,BBCA,stock_id,Composite (engine),1.0,5550.0
2026-07-01,BBCA,stock_id,Composite (engine),1.0,5600.0
2026-07-02,BBCA,stock_id,Composite (engine),1.0,5800.0
2026-07-03,BBCA,stock_id,Composite (engine),1.0,6050.0
2026-07-06,BBCA,stock_id,Composite (engine),1.0,6125.0
2026-07-07,BBCA,stock_id,Composite (engine),1.0,6300.0
2026-07-08,BBCA,stock_id,Composite (engine),1.0,6175.0
2026-07-09,BBCA,stock_id,Composite (engine),1.0,6200.0
2026-07-10,BBCA,stock_id,Composite (engine),1.0,6175.0
2026-07-13,BBCA,stock_id,Composite (engine),1.0,6225.0
2026-07-14,BBCA,stock_id,Composite (engine),1.0,6125.0
2026-07-15,BBCA,stock_id,Composite (engine),1.0,6125.0
2026-07-16,BBCA,stock_id,Composite (engine),1.0,6225.0
2026-07-17,BBCA,stock_id,Composite (engine),1.0,6475.0
2026-07-20,BBCA,stock_id,Composite (engine),1.0,6475.0
2026-07-21,BBCA,stock_id,Composite (engine),1.0,6525.0
2026-07-22,BBCA,stock_id,Composite (engine),1.0,6500.0
2026-07-23,BBCA,stock_id,Composite (engine),1.0,6275.0
2026-07-24,BBCA,stock_id,Composite (engine),1.0,6275.0
2026-07-27,BBCA,stock_id,Composite (engine),1.0,6300.0
2026-07-28,BBCA,stock_id,Composite (engine),1.0,6225.0
2026-07-29,BBCA,stock_id,Composite (engine),1.0,6275.0
2026-07-30,BBCA,stock_id,Composite (engine),1.0,6450.0
2026-07-31,BBCA,stock_id,Composite (engine),1.0,6325.0
2026-08-03,BBCA,stock_id,Composite (engine),1.0,6300.0
2026-08-04,BBCA,stock_id,Composite (engine),1.0,6500.0
2026-08-05,BBCA,stock_id,Composite (engine),1.0,6450.0
2026-08-06,BBCA,stock_id,Composite (engine),1.0,6350.0
2026-08-07,BBCA,stock_id,Composite (engine),1.0,6375.0
2026-08-10,BBCA,stock_id,Composite (engine),1.0,6375.0
2026-08-11,BBCA,stock_id,Composite (engine),1.0,6300.0
2026-08-12,BBCA,stock_id,Composite (engine),1.0,6350.0
2026-08-13,BBCA,stock_id,Composite (engine),1.0,6375.0
2026-08-14,BBCA,stock_id,Composite (engine),1.0,6350.0
2026-08-18,BBCA,stock_id,Composite (engine),1.0,6300.0
2026-08-19,BBCA,stock_id,Composite (engine),1.0,6300.0
2026-08-20,BBCA,stock_id,Composite (engine),1.0,6400.0
2026-08-21,BBCA,stock_id,Composite (engine),1.0,6450.0
2026-08-24,BBCA,stock_id,Composite (engine),1.0,6400.0
2026-08-26,BBCA,stock_id,Composite (engine),1.0,6350.0
2024-08-27,TLKM,stock_id,Buy & Hold (benchmark),1.0,2562.72412109375
2024-08-28,TLKM,stock_id,Buy & Hold (benchmark),1.0,2554.15283203125
2024-08-29,TLKM,stock_id,Buy & Hold (benchmark),1.0,2597.0078125
2024-08-30,TLKM,stock_id,Buy & Hold (benchmark),1.0,2622.720703125
2024-09-02,TLKM,stock_id,Buy & Hold (benchmark),1.0,2691.288818359375
2024-09-03,TLKM,stock_id,Buy & Hold (benchmark),1.0,2639.86279296875
2024-09-04,TLKM,stock_id,Buy & Hold (benchmark),1.0,2639.86279296875
2024-09-05,TLKM,stock_id,Buy & Hold (benchmark),1.0,2588.43701171875
2024-09-06,TLKM,stock_id,Buy & Hold (benchmark),1.0,2605.578857421875
2024-09-09,TLKM,stock_id,Buy & Hold (benchmark),1.0,2597.0078125
2024-09-10,TLKM,stock_id,Buy & Hold (benchmark),1.0,2597.0078125
2024-09-11,TLKM,stock_id,Buy & Hold (benchmark),1.0,2605.578857421875
2024-09-12,TLKM,stock_id,Buy & Hold (benchmark),1.0,2614.14990234375
2024-09-13,TLKM,stock_id,Buy & Hold (benchmark),1.0,2665.57568359375
2024-09-17,TLKM,stock_id,Buy & Hold (benchmark),1.0,2648.433837890625
2024-09-18,TLKM,stock_id,Buy & Hold (benchmark),1.0,2674.146728515625
2024-09-19,TLKM,stock_id,Buy & Hold (benchmark),1.0,2691.288818359375
2024-09-20,TLKM,stock_id,Buy & Hold (benchmark),1.0,2699.859619140625
2024-09-23,TLKM,stock_id,Buy & Hold (benchmark),1.0,2717.001708984375
2024-09-24,TLKM,stock_id,Buy & Hold (benchmark),1.0,2708.4306640625
2024-09-25,TLKM,stock_id,Buy & Hold (benchmark),1.0,2734.1435546875
2024-09-26,TLKM,stock_id,Buy & Hold (benchmark),1.0,2717.001708984375
2024-09-27,TLKM,stock_id,Buy & Hold (benchmark),1.0,2614.14990234375
2024-09-30,TLKM,stock_id,Buy & Hold (benchmark),1.0,2562.72412109375
